AHR,hsa-mir-106b,Activation,24798859
AHR,hsa-mir-132,Activation,25617893
AHR,hsa-mir-212,Activation,25617893
AHR,hsa-mir-25,Activation,24798859
AHR,hsa-mir-93,Activation,24798859
AKT1,hsa-let-7e,Activation,19699171
AKT1,hsa-mir-181c,Activation,19699171
AKT1,hsa-mir-22,Activation,20523723
AKT2,hsa-mir-22,Activation,20523723
AKT3,hsa-mir-22,Activation,20523723
AP-1,hsa-mir-101-2,Activation,25260594
AP-1,hsa-mir-155,Activation,21515911
AP-1,hsa-mir-199a-2,Activation,23598416
AP-1,hsa-mir-203,Activation,23175673
AP-1,hsa-mir-206,Activation,25452104
AP-1,hsa-mir-21,Activation,18384814
AP-1,hsa-mir-29a,Activation,22226905
AP-1,hsa-mir-29b-1,Activation,22226905
AP-1,hsa-mir-34c,Activation,28580775
AP-1,hsa-mir-378,Activation,24675662
APEX1,hsa-mir-125b-2,Activation,25728837
APEX1,hsa-mir-133b,Activation,25728837
AR,hsa-let-7a,Activation,24172884
AR,hsa-mir-1-2,Activation,25802280
AR,hsa-mir-101,Activation,20478051
AR,hsa-mir-125b-2,Activation,18056640
AR,hsa-mir-133b,Activation,23451058
AR,hsa-mir-17,Activation,27501757
AR,hsa-mir-182,Activation,27109471
AR,hsa-mir-18a,Activation,27501757
AR,hsa-mir-19a,Activation,23451058
AR,hsa-mir-19b-1,Activation,27501757
AR,hsa-mir-20a,Activation,27501757
AR,hsa-mir-21,Activation,19738047
AR,hsa-mir-216a,Activation,22392644
AR,hsa-mir-27a,Activation,23451058
AR,hsa-mir-539,Activation,27869170
AR,hsa-mir-92a-1,Activation,27501757
ARNT,hsa-mir-106b,Activation,24798859
ARNT,hsa-mir-25,Activation,24798859
ARNT,hsa-mir-93,Activation,24798859
ASH1L,hsa-mir-375,Activation,21856745
ATOH8,hsa-mir-126,Activation,27780851
BCL2L2,hsa-mir-29c,Activation,22850539
BCR,hsa-mir-155,Activation,18048365
BMP2,hsa-mir-24-1,Activation,19285018
BMP2,hsa-mir-31,Activation,19285018
BMP4,hsa-mir-145,Activation,21673106
BMP4,hsa-mir-200a,Activation,20621051
BMP4,hsa-mir-200b,Activation,20621051
BMP4,hsa-mir-200c,Activation,20621051
BMP4,hsa-mir-205,Activation,20621051
BMPR1A,hsa-mir-17,Activation,24068957
BMPR1A,hsa-mir-18a,Activation,24068957
BMPR1A,hsa-mir-19a,Activation,24068957
BMPR1A,hsa-mir-19b-1,Activation,24068957
BMPR1A,hsa-mir-20a,Activation,24068957
BMPR1A,hsa-mir-92a-1,Activation,24068957
BRCA1,hsa-mir-146a,Activation,19190326
BRCA1,hsa-mir-146b,Activation,19190326
BRCA1,hsa-mir-593,Activation,25912308
BRD4,hsa-mir-146a,Activation,26855180
BRD4,hsa-mir-155,Activation,26855180
CAMP,hsa-mir-155,Activation,20209161
CCND1,hsa-mir-17,Activation,18695042
CCND1,hsa-mir-18a,Activation,28090171
CCND1,hsa-mir-19a,Activation,28090171
CCND1,hsa-mir-19b-1,Activation,28090171
CCND1,hsa-mir-20a,Activation,18695042
CCND1,hsa-mir-92a-1,Activation,28090171
CDK4,hsa-mir-141,Activation,24163379
CDK4,hsa-mir-146b,Activation,24163379
CDKN2A,hsa-mir-141,Activation,24163379
CDKN2A,hsa-mir-146b,Activation,24163379
CDKN2A,hsa-mir-410,Activation,21170085
CDX1,hsa-mir-215,Activation,25775580
CDX2,hsa-mir-125b,Activation,21903586
CDX2,hsa-mir-615,Activation,26269116
CEBPA,hsa-let-7a-1,Activation,26962302
CEBPA,hsa-mir-1,Activation,18818206
CEBPA,hsa-mir-100,Activation,26404754
CEBPA,hsa-mir-101-2,Activation,28217257
CEBPA,hsa-mir-122,Activation,20842632
CEBPA,hsa-mir-125b-1,Activation,25982911
CEBPA,hsa-mir-134,Activation,26823765
CEBPA,hsa-mir-223,Activation,16325577
CEBPA,hsa-mir-26a,Activation,26469406
CEBPA,hsa-mir-30c-1,Activation,23974200
CEBPA,hsa-mir-30c-2,Activation,23974200
CEBPA,hsa-mir-34a,Activation,20889924
CEBPB,hsa-mir-143,Activation,22354042
CEBPB,hsa-mir-145,Activation,27626488
CEBPB,hsa-mir-146b,Activation,24589738
CEBPB,hsa-mir-181c,Activation,24789793
CEBPB,hsa-mir-198,Activation,24080728
CEBPB,hsa-mir-223,Activation,25867276
CEBPB,hsa-mir-31,Activation,25229239
CEBPB,hsa-mir-542,Activation,26272182
CEBPD,hsa-mir-135a,Activation,25554493
CEBPD,hsa-mir-193b,Activation,27918099
CFTR,hsa-mir-193b,Activation,22797075
CREB1,hsa-mir-132,Activation,17994015
CREB1,hsa-mir-148a,Activation,26001136
CREB1,hsa-mir-15b,Activation,26931521
CREB1,hsa-mir-21,Activation,21555366
CREB1,hsa-mir-212,Activation,21059906
CREB1,hsa-mir-23a,Activation,23019365
CREB1,hsa-mir-302a,Activation,26472185
CREB1,hsa-mir-320a,Activation,26472185
CREB1,hsa-mir-335,Activation,23696749
CREB1,hsa-mir-373,Activation,23857777
CREB1,hsa-mir-630,Activation,26263387
CREB1,hsa-mir-9-1,Activation,23185366
CREBBP,hsa-mir-21,Activation,21555366
CTGF,hsa-mir-302,Activation,22976296
CTNNB1,hsa-mir-124-1,Activation,26071557
CTNNB1,hsa-mir-124-2,Activation,26071557
CTNNB1,hsa-mir-124-3,Activation,26071557
CTNNB1,hsa-mir-146a,Activation,24561623
CTNNB1,hsa-mir-150,Activation,27285761
CTNNB1,hsa-mir-182,Activation,23333633
CTNNB1,hsa-mir-183,Activation,24335145
CTNNB1,hsa-mir-30e,Activation,20372961
CTNNB1,hsa-mir-34a,Activation,25792709
CTNNB1,hsa-mir-371,Activation,22020335
CTNNB1,hsa-mir-372,Activation,22020335
CTNNB1,hsa-mir-373,Activation,22020335
CTNNB1,hsa-mir-770,Activation,26602384
CTNNB1,hsa-mir-96,Activation,24335145
CUX1,hsa-mir-214,Activation,21654638
DDIT3,hsa-mir-708,Activation,21402790
DDX5,hsa-mir-182,Activation,22086602
DDX5,hsa-mir-21,Activation,22086602
DLX5,hsa-mir-9-3,Activation,25937343
DOK7,hsa-mir-495,Activation,28454357
DTX1,hsa-mir-21,Activation,23451269
E2F1,hsa-let-7a,Activation,20404092
E2F1,hsa-let-7i,Activation,20404092
E2F1,hsa-mir-106b,Activation,20404092
E2F1,hsa-mir-15a,Activation,20404092
E2F1,hsa-mir-15b,Activation,20404092
E2F1,hsa-mir-16,Activation,20404092
E2F1,hsa-mir-16-1,Activation,21454377
E2F1,hsa-mir-16-2,Activation,21454377
E2F1,hsa-mir-17,Activation,17135249
E2F1,hsa-mir-184,Activation,27470638
E2F1,hsa-mir-18a,Activation,17135249
E2F1,hsa-mir-195,Activation,20404092
E2F1,hsa-mir-19a,Activation,17135249
E2F1,hsa-mir-19b,Activation,19066217
E2F1,hsa-mir-19b-1,Activation,17135249
E2F1,hsa-mir-202,Activation,24337320
E2F1,hsa-mir-203,Activation,25216463
E2F1,hsa-mir-20a,Activation,17135249
E2F1,hsa-mir-224,Activation,25341426
E2F1,hsa-mir-25,Activation,26961310
E2F1,hsa-mir-27b,Activation,26961310
E2F1,hsa-mir-29a,Activation,27356624
E2F1,hsa-mir-34c,Activation,26704889
E2F1,hsa-mir-4496,Activation,26122663
E2F1,hsa-mir-449a,Activation,21857159
E2F1,hsa-mir-449b,Activation,21857159
E2F1,hsa-mir-449c,Activation,21857159
E2F1,hsa-mir-452,Activation,25341426
E2F1,hsa-mir-7,Activation,22492316
E2F1,hsa-mir-92a,Activation,19066217
E2F1,hsa-mir-92a-1,Activation,17135249
E2F2,hsa-mir-17,Activation,17135249
E2F2,hsa-mir-18a,Activation,17135249
E2F2,hsa-mir-19a,Activation,17135249
E2F2,hsa-mir-19b-1,Activation,17135249
E2F2,hsa-mir-20a,Activation,17135249
E2F2,hsa-mir-25,Activation,26961310
E2F2,hsa-mir-92a,Activation,26961310
E2F2,hsa-mir-92a-1,Activation,17135249
E2F3,hsa-let-7a,Activation,20404092
E2F3,hsa-let-7i,Activation,20404092
E2F3,hsa-mir-106b,Activation,20404092
E2F3,hsa-mir-15a,Activation,20404092
E2F3,hsa-mir-15b,Activation,20404092
E2F3,hsa-mir-16,Activation,20404092
E2F3,hsa-mir-17,Activation,17135249
E2F3,hsa-mir-18a,Activation,17135249
E2F3,hsa-mir-195,Activation,20404092
E2F3,hsa-mir-19a,Activation,17135249
E2F3,hsa-mir-19b-1,Activation,17135249
E2F3,hsa-mir-20a,Activation,17135249
E2F3,hsa-mir-25,Activation,26961310
E2F3,hsa-mir-26a,Activation,26961310
E2F3,hsa-mir-27b,Activation,26961310
E2F3,hsa-mir-7,Activation,26961310
E2F3,hsa-mir-92a,Activation,26961310
E2F3,hsa-mir-92a-1,Activation,17135249
EGFR,hsa-mir-96,Activation,27746161
EGR1,hsa-mir-124,Activation,26609121
EGR1,hsa-mir-148a,Activation,25703326
EGR1,hsa-mir-152,Activation,25650716
EGR1,hsa-mir-181c,Activation,25535255
EGR1,hsa-mir-181d,Activation,25535255
EGR1,hsa-mir-199a-2,Activation,21189327
EGR1,hsa-mir-20b,Activation,23945289
EGR1,hsa-mir-214,Activation,21189327
EGR1,hsa-mir-675,Activation,26376677
EGR3,hsa-mir-146a,Activation,23733368
EGR3,hsa-mir-146b,Activation,23733368
EGR3,hsa-mir-195,Activation,20156358
EHF,hsa-let-7b,Activation,27197175
EIF2C2,hsa-let-7a,Activation,19064005
EIF2C2,hsa-let-7b,Activation,19064005
EIF2C2,hsa-let-7c,Activation,19064005
EIF2C2,hsa-let-7d,Activation,19064005
EIF2C2,hsa-let-7e,Activation,19064005
EIF2C2,hsa-let-7f,Activation,19064005
EIF2C2,hsa-let-7g,Activation,19064005
EIF2C2,hsa-let-7i,Activation,19064005
ELK1,hsa-mir-144,Activation,26030000
ELK1,hsa-mir-17,Activation,26472816
ELK1,hsa-mir-18a,Activation,26472816
ELK1,hsa-mir-19a,Activation,26472816
ELK1,hsa-mir-19b-1,Activation,26472816
ELK1,hsa-mir-20a,Activation,26472816
ELK1,hsa-mir-210,Activation,25341039
ELK1,hsa-mir-31,Activation,26747707
ELK1,hsa-mir-34a,Activation,26667302
ELK1,hsa-mir-92a-1,Activation,26472816
EMX2,hsa-mir-181a-1,Activation,25635127
EMX2,hsa-mir-181a-2,Activation,25635127
EMX2,hsa-mir-181b-1,Activation,25635127
EMX2,hsa-mir-181b-2,Activation,25635127
EP300,hsa-mir-150,Activation,26644403
EP300,hsa-mir-21,Activation,23451269
EPAS1,hsa-mir-146a,Activation,26045293
EPAS1,hsa-mir-181c,Activation,17194750
EPAS1,hsa-mir-191,Activation,25867965
EPAS1,hsa-mir-210,Activation,24517586
EPAS1,hsa-mir-23a,Activation,24517586
EPAS1,hsa-mir-24,Activation,17194750
EPAS1,hsa-mir-24-2,Activation,24517586
EPAS1,hsa-mir-26,Activation,17194750
EPAS1,hsa-mir-27a,Activation,24517586
EPAS1,hsa-mir-29b-2,Activation,23467423
EPAS1,hsa-mir-29c,Activation,23467423
EPAS1,hsa-mir-302,Activation,21712410
EPAS1,hsa-mir-30b,Activation,24517586
EPAS1,hsa-mir-30d,Activation,24517586
ESR1,hsa-let-7c,Activation,25388283
ESR1,hsa-mir-106a,Activation,19706389
ESR1,hsa-mir-125b,Activation,25388283
ESR1,hsa-mir-143,Activation,26311719
ESR1,hsa-mir-145,Activation,26311719
ESR1,hsa-mir-17,Activation,19706389
ESR1,hsa-mir-18a,Activation,19706389
ESR1,hsa-mir-18b,Activation,19706389
ESR1,hsa-mir-191,Activation,23542418
ESR1,hsa-mir-19a,Activation,19706389
ESR1,hsa-mir-19b,Activation,19706389
ESR1,hsa-mir-19b-2,Activation,19706389
ESR1,hsa-mir-20a,Activation,19706389
ESR1,hsa-mir-20b,Activation,19706389
